Lot Area,Garage Area,SalePrice,1Fam,2fmCon,Duplex,Twnhs,TwnhsE
10603,480.0,205000,True,False,False,False,False
18837,678.0,212500,True,False,False,False,False
10421,496.0,196500,True,False,False,False,False
9360,676.0,197500,True,False,False,False,False
9600,441.0,171000,True,False,False,False,False
9600,490.0,142250,True,False,False,False,False
9790,528.0,143000,True,False,False,False,False
9320,0.0,128950,True,False,False,False,False
9900,504.0,159000,True,False,False,False,False
9680,517.0,178900,True,False,False,False,False
10600,480.0,136300,True,False,False,False,False
14112,484.0,180500,True,False,False,False,False
8800,480.0,137500,True,False,False,False,False
13260,0.0,84900,False,False,True,False,False
9717,240.0,142125,True,False,False,False,False
9724,400.0,197600,True,False,False,False,False
17360,470.0,172500,True,False,False,False,False
7207,0.0,116500,True,False,False,False,False
5350,0.0,76500,True,False,False,False,False
9920,280.0,128000,True,False,False,False,False
9600,364.0,153000,True,False,False,False,False
7800,244.0,132000,True,False,False,False,False
11380,315.0,178000,True,False,False,False,False
11600,480.0,154300,False,False,True,False,False
19900,576.0,180000,True,False,False,False,False
16492,578.0,190000,True,False,False,False,False
8267,576.0,135000,False,False,True,False,False
8197,620.0,214000,True,False,False,False,False
8050,308.0,136000,True,False,False,False,False
10552,447.0,165500,True,False,False,False,False
8400,294.0,145000,True,False,False,False,False
8760,312.0,148000,True,False,False,False,False
12160,531.0,142000,True,False,False,False,False
9300,461.0,167500,True,False,False,False,False
10725,312.0,108538,True,False,False,False,False
10032,440.0,159500,True,False,False,False,False
8382,263.0,108000,True,False,False,False,False
10950,318.0,135000,True,False,False,False,False
10895,305.0,122500,True,False,False,False,False
13587,264.0,119000,False,True,False,False,False
7922,246.0,109000,True,False,False,False,False
7898,676.0,105000,True,False,False,False,False
7200,392.0,107500,True,False,False,False,False
10200,490.0,144900,True,False,False,False,False
5868,308.0,129000,True,False,False,False,False
17503,330.0,97500,True,False,False,False,False
6979,576.0,144000,False,False,True,False,False
9830,576.0,162000,True,False,False,False,False
11275,564.0,242000,True,False,False,False,False
8064,280.0,132000,True,False,False,False,False
7500,305.0,154000,True,False,False,False,False
8520,720.0,166000,True,False,False,False,False
7200,576.0,134800,True,False,False,False,False
10000,440.0,160000,True,False,False,False,False
7635,484.0,148000,True,False,False,False,False
9760,440.0,192000,True,False,False,False,False
7700,442.0,155000,True,False,False,False,False
4800,240.0,80400,True,False,False,False,False
8800,0.0,96500,True,False,False,False,False
4485,0.0,109500,True,False,False,False,False
8960,360.0,115000,True,False,False,False,False
5805,551.0,143000,True,False,False,False,False
5790,379.0,107400,True,False,False,False,False
4608,220.0,80000,True,False,False,False,False
7200,240.0,119000,True,False,False,False,False
5500,484.0,130000,True,False,False,False,False
6900,240.0,119000,True,False,False,False,False
11851,240.0,129000,True,False,False,False,False
8239,315.0,100000,True,False,False,False,False
9656,780.0,12789,True,False,False,False,False
8520,484.0,105900,True,False,False,False,False
9600,288.0,150000,True,False,False,False,False
10800,416.0,139000,True,False,False,False,False
9000,624.0,240000,True,False,False,False,False
9045,0.0,76500,False,True,False,False,False
7407,923.0,149700,True,False,False,False,False
7740,528.0,125500,True,False,False,False,False
11340,560.0,122500,False,True,False,False,False
10560,624.0,140750,True,False,False,False,False
5830,363.0,128500,True,False,False,False,False
7793,315.0,209500,True,False,False,False,False
5000,200.0,87000,True,False,False,False,False
6000,240.0,134000,True,False,False,False,False
6000,576.0,128000,True,False,False,False,False
6360,240.0,132000,True,False,False,False,False
6000,312.0,139900,True,False,False,False,False
6240,624.0,123900,True,False,False,False,False
6240,480.0,138400,True,False,False,False,False
6120,288.0,109500,True,False,False,False,False
10300,480.0,140000,True,False,False,False,False
8094,572.0,149500,True,False,False,False,False
12900,0.0,159900,True,False,False,False,False
3068,180.0,122000,True,False,False,False,False
8472,516.0,110000,False,False,True,False,False
5600,0.0,55000,False,True,False,False,False
7630,672.0,140000,False,True,False,False,False
24090,349.0,244400,True,False,False,False,False
15263,365.0,173000,True,False,False,False,False
10632,180.0,107500,True,False,False,False,False
9900,0.0,100000,False,True,False,False,False
6001,231.0,95000,True,False,False,False,False
6449,0.0,93369,True,False,False,False,False
6048,450.0,114900,False,True,False,False,False
6342,0.0,94000,True,False,False,False,False
10773,0.0,136000,False,False,True,False,False
10778,0.0,136500,False,False,True,False,False
11625,504.0,131500,False,True,False,False,False
11341,528.0,121500,True,False,False,False,False
8521,336.0,125000,True,False,False,False,False
8246,270.0,154000,True,False,False,False,False
7800,416.0,137900,True,False,False,False,False
9364,299.0,158000,True,False,False,False,False
7832,280.0,137250,True,False,False,False,False
7424,591.0,160250,False,False,True,False,False
11227,480.0,163000,True,False,False,False,False
11616,440.0,158900,True,False,False,False,False
14000,533.0,328000,True,False,False,False,False
20062,690.0,270000,True,False,False,False,False
9259,440.0,85000,True,False,False,False,False
9600,436.0,128000,True,False,False,False,False
23595,586.0,260000,True,False,False,False,False
17082,522.0,230000,True,False,False,False,False
18600,480.0,124000,True,False,False,False,False
10625,366.0,83000,True,False,False,False,False
11479,467.0,144500,True,False,False,False,False
9571,596.0,129000,True,False,False,False,False
9350,209.0,127000,True,False,False,False,False
9525,366.0,128000,True,False,False,False,False
10420,460.0,186000,True,False,False,False,False
17485,572.0,308030,True,False,False,False,False
11200,504.0,114000,True,False,False,False,False
11100,308.0,84900,True,False,False,False,False
9206,476.0,178000,True,False,False,False,False
11980,528.0,270000,True,False,False,False,False
12361,1017.0,218000,True,False,False,False,False
9938,574.0,236000,True,False,False,False,False
9069,564.0,147000,True,False,False,False,False
10475,776.0,245350,True,False,False,False,False
6762,632.0,206000,True,False,False,False,False
10402,740.0,198900,True,False,False,False,False
7360,615.0,187000,True,False,False,False,False
12376,594.0,320000,True,False,False,False,False
14235,484.0,138500,True,False,False,False,False
8816,440.0,155000,True,False,False,False,False
11105,580.0,159000,True,False,False,False,False
9337,513.0,191000,True,False,False,False,False
8750,523.0,200500,True,False,False,False,False
15240,308.0,150000,True,False,False,False,False
10900,299.0,161750,True,False,False,False,False
10650,308.0,128200,True,False,False,False,False
7480,484.0,127000,True,False,False,False,False
10389,850.0,318000,True,False,False,False,False
11423,670.0,272000,True,False,False,False,False
9548,613.0,237000,True,False,False,False,False
9375,621.0,240000,True,False,False,False,False
12137,598.0,224900,True,False,False,False,False
4435,420.0,143750,False,False,False,False,True
4426,420.0,143000,False,False,False,False,True
10635,502.0,232000,True,False,False,False,False
8400,606.0,213000,True,False,False,False,False
8773,494.0,185500,True,False,False,False,False
8777,240.0,84900,True,False,False,False,False
8842,319.0,155891,True,False,False,False,False
9825,0.0,100000,False,False,True,False,False
10044,336.0,144000,True,False,False,False,False
11792,480.0,64000,True,False,False,False,False
6305,352.0,125200,True,False,False,False,False
7819,672.0,107000,True,False,False,False,False
6410,0.0,90000,True,False,False,False,False
8546,440.0,140000,True,False,False,False,False
8741,220.0,113000,True,False,False,False,False
12180,280.0,80000,False,True,False,False,False
8562,364.0,144500,True,False,False,False,False
4853,260.0,104000,True,False,False,False,False
6858,216.0,128000,True,False,False,False,False
8212,200.0,58500,True,False,False,False,False
5000,308.0,127000,True,False,False,False,False
7890,399.0,126000,True,False,False,False,False
7200,0.0,160000,False,False,True,False,False
9839,0.0,100000,True,False,False,False,False
9638,336.0,169000,True,False,False,False,False
10452,312.0,257500,True,False,False,False,False
15600,484.0,215000,False,False,True,False,False
9042,252.0,266500,True,False,False,False,False
17500,567.0,335000,True,False,False,False,False
19645,473.0,203135,True,False,False,False,False
3907,598.0,185000,False,False,False,False,True
3907,531.0,162500,False,False,False,False,True
15602,484.0,289000,True,False,False,False,False
5436,240.0,125500,True,False,False,False,False
8154,200.0,82000,True,False,False,False,False
9140,625.0,110000,True,False,False,False,False
7500,528.0,68400,True,False,False,False,False
8712,384.0,102776,True,False,False,False,False
8712,504.0,55993,True,False,False,False,False
8712,330.0,50138,True,False,False,False,False
3811,525.0,246000,False,False,False,False,True
11050,741.0,254900,True,False,False,False,False
9620,473.0,190000,True,False,False,False,False
9196,573.0,201000,True,False,False,False,False
12328,888.0,169900,True,False,False,False,False
12760,776.0,170000,False,False,True,False,False
57200,572.0,160000,True,False,False,False,False
11896,660.0,220000,True,False,False,False,False
9803,520.0,179781,True,False,False,False,False
9802,400.0,174000,True,False,False,False,False
12003,680.0,269500,True,False,False,False,False
11316,510.0,214900,True,False,False,False,False
14191,431.0,202900,True,False,False,False,False
13214,746.0,378500,True,False,False,False,False
15300,528.0,169000,True,False,False,False,False
10114,624.0,173500,True,False,False,False,False
9400,0.0,139000,False,False,True,False,False
11875,686.0,166500,True,False,False,False,False
1974,286.0,83500,False,False,False,False,True
2394,253.0,119500,False,False,False,True,False
2592,336.0,85000,False,False,False,False,True
1476,0.0,76000,False,False,False,True,False
1491,0.0,75500,False,False,False,False,True
1900,0.0,88250,False,False,False,False,True
1890,286.0,85500,False,False,False,False,True
6953,352.0,130000,True,False,False,False,False
26142,312.0,157900,True,False,False,False,False
12887,495.0,149900,True,False,False,False,False
7700,616.0,159000,False,False,True,False,False
10475,576.0,136000,True,False,False,False,False
10544,275.0,161000,True,False,False,False,False
9892,482.0,285000,True,False,False,False,False
12961,616.0,231000,True,False,False,False,False
13008,502.0,124500,True,False,False,False,False
10200,528.0,157000,True,False,False,False,False
13860,538.0,345000,True,False,False,False,False
10179,470.0,189500,True,False,False,False,False
11792,632.0,270000,True,False,False,False,False
8400,390.0,189000,True,False,False,False,False
14892,758.0,377500,True,False,False,False,False
8530,400.0,168500,True,False,False,False,False
7296,564.0,375000,False,False,False,False,True
5664,499.0,278000,False,False,False,False,True
7380,495.0,240000,True,False,False,False,False
8013,528.0,239500,False,False,False,False,True
8923,396.0,177500,True,False,False,False,False
10141,427.0,185000,True,False,False,False,False
7500,440.0,191000,True,False,False,False,False
7837,380.0,178000,True,False,False,False,False
9765,420.0,185000,True,False,False,False,False
8803,409.0,181316,True,False,False,False,False
7250,430.0,166000,True,False,False,False,False
9636,389.0,178000,True,False,False,False,False
8125,343.0,174000,True,False,False,False,False
9248,400.0,173000,True,False,False,False,False
10762,490.0,225000,True,False,False,False,False
11851,500.0,180500,True,False,False,False,False
5814,565.0,187500,False,False,False,False,True
17423,1166.0,501837,True,False,False,False,False
11844,834.0,372500,True,False,False,False,False
16158,430.0,260000,True,False,False,False,False
11900,567.0,185000,True,False,False,False,False
13005,484.0,260000,True,False,False,False,False
17043,435.0,181000,True,False,False,False,False
11900,544.0,82500,True,False,False,False,False
16635,529.0,215000,True,False,False,False,False
13250,529.0,154000,True,False,False,False,False
10928,484.0,200000,True,False,False,False,False
12388,441.0,249000,True,False,False,False,False
14115,588.0,187500,True,False,False,False,False
11088,479.0,184000,True,False,False,False,False
9600,542.0,278000,True,False,False,False,False
11880,478.0,157000,True,False,False,False,False
10400,479.0,152000,True,False,False,False,False
10304,484.0,197500,True,False,False,False,False
7000,581.0,240900,True,False,False,False,False
8004,552.0,263435,True,False,False,False,False
7500,588.0,220000,True,False,False,False,False
8470,565.0,235000,True,False,False,False,False
9373,478.0,213000,True,False,False,False,False
10140,528.0,167900,True,False,False,False,False
11050,506.0,158000,True,False,False,False,False
10140,478.0,165000,True,False,False,False,False
10448,583.0,158000,True,False,False,False,False
9000,0.0,136000,False,False,True,False,False
8750,902.0,148500,True,False,False,False,False
7930,440.0,156000,True,False,False,False,False
7830,477.0,128000,True,False,False,False,False
8510,336.0,143000,True,False,False,False,False
7038,576.0,76500,True,False,False,False,False
6960,660.0,120500,True,False,False,False,False
8120,463.0,124500,True,False,False,False,False
10500,576.0,97000,True,False,False,False,False
9000,576.0,130000,True,False,False,False,False
1680,264.0,111000,False,False,False,True,False
2368,440.0,125000,False,False,False,False,True
1680,280.0,112000,False,False,False,True,False
1680,288.0,97000,False,False,False,True,False
1680,264.0,118000,False,False,False,True,False
1680,264.0,119500,False,False,False,True,False
4928,440.0,143750,False,False,False,False,True
2308,440.0,146000,False,False,False,False,True
2280,440.0,148500,False,False,False,True,False
2280,440.0,123000,False,False,False,True,False
2308,440.0,147000,False,False,False,False,True
2349,440.0,137900,False,False,False,True,False
2364,440.0,147000,False,False,False,False,True
2289,440.0,148500,False,False,False,True,False
2364,440.0,138000,False,False,False,False,True
2104,345.0,128500,False,False,False,False,True
7150,288.0,100000,True,False,False,False,False
10710,656.0,148800,True,False,False,False,False
12456,786.0,337500,True,False,False,False,False
14257,754.0,462000,True,False,False,False,False
13518,820.0,485000,True,False,False,False,False
15431,672.0,555000,True,False,False,False,False
13173,840.0,325000,True,False,False,False,False
14230,890.0,256300,True,False,False,False,False
12704,1390.0,253293,True,False,False,False,False
12350,864.0,398800,True,False,False,False,False
11308,836.0,335000,True,False,False,False,False
12350,896.0,404000,True,False,False,False,False
12220,900.0,402861,True,False,False,False,False
13478,842.0,451950,True,False,False,False,False
13693,762.0,610000,True,False,False,False,False
13891,1020.0,582933,True,False,False,False,False
11578,834.0,360000,True,False,False,False,False
16870,932.0,296000,True,False,False,False,False
23303,640.0,409900,True,False,False,False,False
11146,908.0,255500,True,False,False,False,False
10367,927.0,335000,True,False,False,False,False
9591,856.0,274900,True,False,False,False,False
10872,700.0,300000,True,False,False,False,False
13514,850.0,324000,True,False,False,False,False
8834,738.0,350000,True,False,False,False,False
11362,862.0,280000,True,False,False,False,False
10655,880.0,284000,True,False,False,False,False
12878,583.0,269500,True,False,False,False,False
9541,644.0,233170,True,False,False,False,False
13472,968.0,386250,True,False,False,False,False
15274,886.0,445000,True,False,False,False,False
13262,730.0,290000,True,False,False,False,False
9658,871.0,255900,True,False,False,False,False
6904,484.0,213000,False,False,False,False,True
5381,624.0,196000,False,False,False,True,False
5122,624.0,184500,False,False,False,True,False
10307,484.0,212500,False,False,False,False,True
5001,626.0,230000,False,False,False,True,False
14836,949.0,552000,True,False,False,False,False
15262,685.0,382500,True,False,False,False,False
7390,649.0,320000,False,False,False,False,True
6472,539.0,248500,False,False,False,False,True
16770,701.0,286500,True,False,False,False,False
6240,550.0,254000,False,False,False,False,True
3480,478.0,173000,False,False,False,False,True
2268,474.0,173000,False,False,False,True,False
10928,390.0,184000,True,False,False,False,False
8918,392.0,167800,True,False,False,False,False
12589,390.0,174000,True,False,False,False,False
11911,400.0,174000,True,False,False,False,False
3684,660.0,174000,False,False,False,False,True
3635,660.0,175900,False,False,False,False,True
3182,430.0,192500,False,False,False,False,True
3182,457.0,181000,False,False,False,False,True
3182,397.0,180000,False,False,False,False,True
3182,397.0,160200,False,False,False,False,True
7795,432.0,188500,True,False,False,False,False
8068,390.0,200000,True,False,False,False,False
9434,400.0,170000,True,False,False,False,False
7984,436.0,189500,True,False,False,False,False
7750,527.0,184100,True,False,False,False,False
10125,434.0,195500,True,False,False,False,False
8965,400.0,192000,True,False,False,False,False
8174,393.0,178000,True,False,False,False,False
5063,626.0,207500,False,False,False,True,False
8795,554.0,236000,True,False,False,False,False
12891,644.0,257500,True,False,False,False,False
12224,390.0,244000,True,False,False,False,False
9734,400.0,167000,True,False,False,False,False
8123,463.0,179000,True,False,False,False,False
8433,394.0,190000,True,False,False,False,False
7750,400.0,156000,True,False,False,False,False
15896,658.0,245000,True,False,False,False,False
24682,502.0,181000,True,False,False,False,False
8755,390.0,214000,True,False,False,False,False
7848,410.0,168000,True,False,False,False,False
9430,856.0,337000,True,False,False,False,False
15138,810.0,403000,True,False,False,False,False
12720,810.0,327000,True,False,False,False,False
16545,1069.0,340000,True,False,False,False,False
12203,676.0,336000,True,False,False,False,False
10208,889.0,265000,True,False,False,False,False
10750,815.0,315000,True,False,False,False,False
9900,656.0,260000,True,False,False,False,False
9085,647.0,260000,True,False,False,False,False
11692,623.0,263550,True,False,False,False,False
46589,711.0,402000,True,False,False,False,False
29959,467.0,248000,True,False,False,False,False
9612,898.0,244600,True,False,False,False,False
11194,972.0,275000,True,False,False,False,False
10206,726.0,257500,True,False,False,False,False
9262,840.0,287090,True,False,False,False,False
10130,844.0,275500,True,False,False,False,False
9139,492.0,245000,True,False,False,False,False
9675,689.0,253000,True,False,False,False,False
11128,795.0,468000,True,False,False,False,False
8640,644.0,252678,True,False,False,False,False
9000,676.0,210000,True,False,False,False,False
7862,676.0,208300,True,False,False,False,False
7993,529.0,225000,True,False,False,False,False
8640,552.0,229456,True,False,False,False,False
8640,625.0,229800,True,False,False,False,False
12606,984.0,250000,True,False,False,False,False
9187,478.0,370878,True,False,False,False,False
7500,692.0,238500,True,False,False,False,False
11003,812.0,310000,True,False,False,False,False
10603,782.0,270000,True,False,False,False,False
10574,1043.0,252000,True,False,False,False,False
8125,438.0,241000,True,False,False,False,False
8125,517.0,264500,True,False,False,False,False
10625,711.0,291000,True,False,False,False,False
9375,615.0,263000,True,False,False,False,False
7500,400.0,185000,True,False,False,False,False
8736,588.0,234500,True,False,False,False,False
8127,628.0,209000,True,False,False,False,False
9605,576.0,159000,True,False,False,False,False
7500,484.0,152000,True,False,False,False,False
7500,0.0,143500,True,False,False,False,False
10628,478.0,193000,True,False,False,False,False
10141,845.0,203000,True,False,False,False,False
10083,555.0,184900,True,False,False,False,False
13072,576.0,159000,True,False,False,False,False
13072,0.0,142000,True,False,False,False,False
12450,576.0,153000,True,False,False,False,False
7328,788.0,224243,True,False,False,False,False
11492,559.0,220000,True,False,False,False,False
10994,620.0,257000,True,False,False,False,False
8529,527.0,189000,True,False,False,False,False
7703,528.0,171500,True,False,False,False,False
10762,288.0,120000,False,False,False,False,True
7175,542.0,145000,False,False,False,False,True
9109,495.0,184000,True,False,False,False,False
10274,465.0,162000,True,False,False,False,False
8250,612.0,160000,False,False,True,False,False
8400,294.0,82000,True,False,False,False,False
9000,360.0,76000,True,False,False,False,False
9750,400.0,110000,True,False,False,False,False
7064,484.0,135000,True,False,False,False,False
8499,732.0,141000,True,False,False,False,False
9079,440.0,122000,True,False,False,False,False
9316,288.0,124100,True,False,False,False,False
7791,300.0,129000,True,False,False,False,False
10000,264.0,131400,True,False,False,False,False
8281,360.0,62383,True,False,False,False,False
7150,252.0,123000,True,False,False,False,False
15676,864.0,275000,True,False,False,False,False
11949,524.0,235000,True,False,False,False,False
2880,704.0,280750,False,False,False,True,False
3951,528.0,164500,False,False,False,False,True
3000,528.0,173733,False,False,False,False,True
3830,561.0,222000,False,False,False,False,True
4217,641.0,195000,False,False,False,False,True
3230,440.0,172500,False,False,False,False,True
2998,440.0,180000,False,False,False,False,True
3768,506.0,156000,False,False,False,False,True
2645,480.0,172500,False,False,False,True,False
14694,642.0,318750,True,False,False,False,False
3782,484.0,211500,False,False,False,False,True
15417,540.0,241600,True,False,False,False,False
9600,527.0,180500,True,False,False,False,False
9991,490.0,150000,True,False,False,False,False
11700,441.0,154000,True,False,False,False,False
11717,615.0,185000,True,False,False,False,False
9156,462.0,185750,True,False,False,False,False
10382,484.0,200000,True,False,False,False,False
12732,784.0,206000,True,False,False,False,False
12936,497.0,162000,True,False,False,False,False
10400,515.0,256900,True,False,False,False,False
17871,480.0,197900,True,False,False,False,False
9600,502.0,163000,True,False,False,False,False
9000,336.0,113000,True,False,False,False,False
13774,520.0,230000,True,False,False,False,False
9650,630.0,167900,True,False,False,False,False
10140,583.0,213250,True,False,False,False,False
8400,528.0,227000,True,False,False,False,False
7130,312.0,130000,True,False,False,False,False
9600,440.0,143000,True,False,False,False,False
9100,429.0,117500,True,False,False,False,False
9600,498.0,168500,True,False,False,False,False
16500,495.0,172500,True,False,False,False,False
9790,457.0,161500,True,False,False,False,False
7436,396.0,141500,True,False,False,False,False
8125,308.0,118000,True,False,False,False,False
9100,300.0,127500,True,False,False,False,False
9450,768.0,140000,True,False,False,False,False
13495,576.0,177625,True,False,False,False,False
11475,888.0,110000,False,False,True,False,False
10004,472.0,167000,True,False,False,False,False
9350,610.0,153000,True,False,False,False,False
10500,520.0,145100,True,False,False,False,False
11000,480.0,154000,True,False,False,False,False
8970,549.0,177500,True,False,False,False,False
12095,645.0,158000,True,False,False,False,False
9600,270.0,124500,True,False,False,False,False
11475,368.0,174500,True,False,False,False,False
9768,330.0,122000,True,False,False,False,False
5330,0.0,82500,True,False,False,False,False
7015,352.0,110000,True,False,False,False,False
12160,505.0,149500,True,False,False,False,False
9900,550.0,175000,True,False,False,False,False
9600,418.0,167000,True,False,False,False,False
9600,338.0,128900,True,False,False,False,False
9600,271.0,140000,True,False,False,False,False
9600,264.0,147000,True,False,False,False,False
8944,792.0,124000,False,False,True,False,False
10573,530.0,187500,True,False,False,False,False
9500,514.0,159000,True,False,False,False,False
14695,542.0,256000,True,False,False,False,False
13600,486.0,205000,True,False,False,False,False
13000,509.0,193500,True,False,False,False,False
13560,576.0,110000,True,False,False,False,False
12513,368.0,104900,True,False,False,False,False
8760,286.0,150000,True,False,False,False,False
8400,442.0,156500,True,False,False,False,False
12285,441.0,176000,True,False,False,False,False
9240,297.0,149500,True,False,False,False,False
9600,338.0,139000,True,False,False,False,False
12400,297.0,155000,True,False,False,False,False
8750,304.0,120000,True,False,False,False,False
8750,350.0,153000,True,False,False,False,False
10400,294.0,144000,True,False,False,False,False
19296,884.0,176000,True,False,False,False,False
8532,498.0,153000,True,False,False,False,False
9482,495.0,135000,False,False,True,False,False
8128,297.0,131000,True,False,False,False,False
10634,270.0,123000,True,False,False,False,False
13070,480.0,126000,True,False,False,False,False
10434,672.0,115000,True,False,False,False,False
14559,288.0,164900,True,False,False,False,False
8480,240.0,113000,True,False,False,False,False
7626,230.0,145500,True,False,False,False,False
9533,616.0,102900,True,False,False,False,False
10615,420.0,95000,False,True,False,False,False
11419,410.0,152500,True,False,False,False,False
9600,246.0,129900,True,False,False,False,False
8000,240.0,132000,True,False,False,False,False
5470,366.0,99900,True,False,False,False,False
10410,180.0,135000,True,False,False,False,False
10800,720.0,149000,True,False,False,False,False
8146,281.0,114000,True,False,False,False,False
9022,240.0,109500,True,False,False,False,False
10230,264.0,125000,True,False,False,False,False
10410,528.0,142900,True,False,False,False,False
7200,624.0,156500,True,False,False,False,False
5400,0.0,59000,True,False,False,False,False
5400,338.0,105000,True,False,False,False,False
10800,576.0,106000,True,False,False,False,False
10800,320.0,78500,True,False,False,False,False
9671,907.0,190000,False,False,True,False,False
10143,364.0,154000,True,False,False,False,False
11500,480.0,163000,True,False,False,False,False
11643,968.0,200000,False,False,True,False,False
8010,480.0,143500,True,False,False,False,False
10454,308.0,135000,True,False,False,False,False
8712,756.0,153000,True,False,False,False,False
17600,498.0,157500,True,False,False,False,False
9000,384.0,113500,True,False,False,False,False
12144,288.0,133000,True,False,False,False,False
8544,400.0,92900,False,False,True,False,False
8064,900.0,128500,True,False,False,False,False
7200,420.0,90000,False,False,True,False,False
7200,240.0,138000,True,False,False,False,False
7350,294.0,128000,True,False,False,False,False
7560,294.0,139000,True,False,False,False,False
7200,240.0,118900,True,False,False,False,False
8000,288.0,138000,True,False,False,False,False
7931,672.0,132500,True,False,False,False,False
10800,384.0,133500,True,False,False,False,False
8064,576.0,135000,True,False,False,False,False
7570,483.0,144750,True,False,False,False,False
8604,564.0,145000,False,False,True,False,False
7936,264.0,127000,True,False,False,False,False
6600,308.0,109500,True,False,False,False,False
3950,210.0,115000,True,False,False,False,False
10440,440.0,110000,True,False,False,False,False
4080,162.0,128900,True,False,False,False,False
10307,324.0,103500,False,False,True,False,False
