Lot Area,Gr Liv Area,SalePrice,1Fam,2fmCon,Duplex,Twnhs,TwnhsE
11088,1707,184000,True,False,False,False,False
9600,2524,278000,True,False,False,False,False
11880,1601,157000,True,False,False,False,False
10400,1370,152000,True,False,False,False,False
10304,1868,197500,True,False,False,False,False
7000,1884,240900,True,False,False,False,False
8004,1935,263435,True,False,False,False,False
7500,1874,220000,True,False,False,False,False
8470,1811,235000,True,False,False,False,False
9373,1621,213000,True,False,False,False,False
10140,1116,167900,True,False,False,False,False
11050,1193,158000,True,False,False,False,False
10140,1350,165000,True,False,False,False,False
10448,2119,158000,True,False,False,False,False
9000,1792,136000,False,False,True,False,False
8750,1002,148500,True,False,False,False,False
7930,1026,156000,True,False,False,False,False
7830,1180,128000,True,False,False,False,False
8510,1050,143000,True,False,False,False,False
7038,864,76500,True,False,False,False,False
6960,864,120500,True,False,False,False,False
8120,864,124500,True,False,False,False,False
10500,864,97000,True,False,False,False,False
9000,864,130000,True,False,False,False,False
1680,987,111000,False,False,False,True,False
2368,1365,125000,False,False,False,False,True
1680,1302,112000,False,False,False,True,False
1680,987,97000,False,False,False,True,False
1680,987,118000,False,False,False,True,False
1680,1302,119500,False,False,False,True,False
4928,958,143750,False,False,False,False,True
2308,1548,146000,False,False,False,False,True
2280,1456,148500,False,False,False,True,False
2280,1055,123000,False,False,False,True,False
2308,1322,147000,False,False,False,False,True
2349,1456,137900,False,False,False,True,False
2364,1548,147000,False,False,False,False,True
2289,1441,148500,False,False,False,True,False
2364,1456,138000,False,False,False,False,True
2104,836,128500,False,False,False,False,True
7150,892,100000,True,False,False,False,False
10710,1120,148800,True,False,False,False,False
12456,1718,337500,True,False,False,False,False
14257,2772,462000,True,False,False,False,False
13518,3140,485000,True,False,False,False,False
15431,2402,555000,True,False,False,False,False
13173,1652,325000,True,False,False,False,False
14230,1600,256300,True,False,False,False,False
12704,2042,253293,True,False,False,False,False
12350,2690,398800,True,False,False,False,False
11308,2184,335000,True,False,False,False,False
12350,2020,404000,True,False,False,False,False
12220,2020,402861,True,False,False,False,False
13478,2296,451950,True,False,False,False,False
13693,2674,610000,True,False,False,False,False
13891,2822,582933,True,False,False,False,False
11578,1736,360000,True,False,False,False,False
16870,1782,296000,True,False,False,False,False
23303,2520,409900,True,False,False,False,False
11146,1717,255500,True,False,False,False,False
10367,1743,335000,True,False,False,False,False
9591,1713,274900,True,False,False,False,False
10872,1531,300000,True,False,False,False,False
13514,1808,324000,True,False,False,False,False
8834,2224,350000,True,False,False,False,False
11362,1836,280000,True,False,False,False,False
10655,1629,284000,True,False,False,False,False
12878,1760,269500,True,False,False,False,False
9541,1502,233170,True,False,False,False,False
13472,2392,386250,True,False,False,False,False
15274,2452,445000,True,False,False,False,False
13262,2400,290000,True,False,False,False,False
9658,1606,255900,True,False,False,False,False
6904,1358,213000,False,False,False,False,True
5381,1306,196000,False,False,False,True,False
5122,1306,184500,False,False,False,True,False
10307,1358,212500,False,False,False,False,True
5001,1314,230000,False,False,False,True,False
14836,2492,552000,True,False,False,False,False
15262,2200,382500,True,False,False,False,False
7390,1884,320000,False,False,False,False,True
6472,1456,248500,False,False,False,False,True
16770,1712,286500,True,False,False,False,False
6240,1324,254000,False,False,False,False,True
3480,1405,173000,False,False,False,False,True
2268,1626,173000,False,False,False,True,False
10928,1456,184000,True,False,False,False,False
8918,1490,167800,True,False,False,False,False
12589,1484,174000,True,False,False,False,False
11911,1560,174000,True,False,False,False,False
3684,1555,174000,False,False,False,False,True
3635,1569,175900,False,False,False,False,True
3182,1555,192500,False,False,False,False,True
3182,1504,181000,False,False,False,False,True
3182,1220,180000,False,False,False,False,True
3182,1145,160200,False,False,False,False,True
7795,1432,188500,True,False,False,False,False
8068,2267,200000,True,False,False,False,False
9434,1374,170000,True,False,False,False,False
7984,1630,189500,True,False,False,False,False
7750,1419,184100,True,False,False,False,False
10125,1594,195500,True,False,False,False,False
8965,1489,192000,True,False,False,False,False
8174,1342,178000,True,False,False,False,False
5063,1314,207500,False,False,False,True,False
8795,2256,236000,True,False,False,False,False
12891,2004,257500,True,False,False,False,False
12224,2054,244000,True,False,False,False,False
9734,1374,167000,True,False,False,False,False
8123,1800,179000,True,False,False,False,False
8433,1514,190000,True,False,False,False,False
7750,1430,156000,True,False,False,False,False
15896,2312,245000,True,False,False,False,False
24682,1675,181000,True,False,False,False,False
8755,2060,214000,True,False,False,False,False
7848,1430,168000,True,False,False,False,False
9430,2365,337000,True,False,False,False,False
15138,2794,403000,True,False,False,False,False
12720,2687,327000,True,False,False,False,False
16545,2450,340000,True,False,False,False,False
12203,2612,336000,True,False,False,False,False
10208,2344,265000,True,False,False,False,False
10750,2063,315000,True,False,False,False,False
9900,2646,260000,True,False,False,False,False
9085,2061,260000,True,False,False,False,False
11692,2232,263550,True,False,False,False,False
46589,2448,402000,True,False,False,False,False
29959,1850,248000,True,False,False,False,False
9612,1468,244600,True,False,False,False,False
11194,1696,275000,True,False,False,False,False
10206,1658,257500,True,False,False,False,False
9262,1578,287090,True,False,False,False,False
10130,1702,275500,True,False,False,False,False
9139,1432,245000,True,False,False,False,False
9675,1971,253000,True,False,False,False,False
11128,2490,468000,True,False,False,False,False
8640,1852,252678,True,False,False,False,False
9000,1590,210000,True,False,False,False,False
7862,1218,208300,True,False,False,False,False
7993,1436,225000,True,False,False,False,False
8640,1314,229456,True,False,False,False,False
8640,1402,229800,True,False,False,False,False
12606,1530,250000,True,False,False,False,False
9187,1766,370878,True,False,False,False,False
7500,1448,238500,True,False,False,False,False
11003,2007,310000,True,False,False,False,False
10603,1795,270000,True,False,False,False,False
10574,1953,252000,True,False,False,False,False
8125,1550,241000,True,False,False,False,False
8125,1836,264500,True,False,False,False,False
10625,1662,291000,True,False,False,False,False
9375,2094,263000,True,False,False,False,False
7500,1221,185000,True,False,False,False,False
8736,1553,234500,True,False,False,False,False
8127,1653,209000,True,False,False,False,False
9605,1218,159000,True,False,False,False,False
7500,1141,152000,True,False,False,False,False
7500,1158,143500,True,False,False,False,False
10628,1812,193000,True,False,False,False,False
10141,1512,203000,True,False,False,False,False
10083,1200,184900,True,False,False,False,False
13072,1114,159000,True,False,False,False,False
13072,1114,142000,True,False,False,False,False
12450,1114,153000,True,False,False,False,False
7328,1450,224243,True,False,False,False,False
11492,2122,220000,True,False,False,False,False
10994,1844,257000,True,False,False,False,False
8529,1434,189000,True,False,False,False,False
7703,1730,171500,True,False,False,False,False
10762,1217,120000,False,False,False,False,True
7175,1332,145000,False,False,False,False,True
9109,1540,184000,True,False,False,False,False
10274,1400,162000,True,False,False,False,False
8250,1882,160000,False,False,True,False,False
8400,841,82000,True,False,False,False,False
9000,784,76000,True,False,False,False,False
9750,980,110000,True,False,False,False,False
7064,980,135000,True,False,False,False,False
8499,864,141000,True,False,False,False,False
9079,864,122000,True,False,False,False,False
9316,1020,124100,True,False,False,False,False
7791,912,129000,True,False,False,False,False
10000,1144,131400,True,False,False,False,False
8281,864,62383,True,False,False,False,False
7150,912,123000,True,False,False,False,False
15676,2014,275000,True,False,False,False,False
11949,1755,235000,True,False,False,False,False
2880,3005,280750,False,False,False,True,False
3951,1224,164500,False,False,False,False,True
3000,1224,173733,False,False,False,False,True
3830,1726,222000,False,False,False,False,True
4217,1256,195000,False,False,False,False,True
3230,1471,172500,False,False,False,False,True
2998,1512,180000,False,False,False,False,True
3768,1452,156000,False,False,False,False,True
2645,1739,172500,False,False,False,True,False
14694,1694,318750,True,False,False,False,False
3782,1226,211500,False,False,False,False,True
15417,1740,241600,True,False,False,False,False
9600,2499,180500,True,False,False,False,False
9991,1620,150000,True,False,False,False,False
11700,1556,154000,True,False,False,False,False
11717,1442,185000,True,False,False,False,False
9156,1489,185750,True,False,False,False,False
10382,2090,200000,True,False,False,False,False
12732,2067,206000,True,False,False,False,False
12936,1395,162000,True,False,False,False,False
10400,2640,256900,True,False,False,False,False
17871,1724,197900,True,False,False,False,False
9600,1336,163000,True,False,False,False,False
9000,1216,113000,True,False,False,False,False
13774,2288,230000,True,False,False,False,False
9650,1334,167900,True,False,False,False,False
10140,1680,213250,True,False,False,False,False
8400,1665,227000,True,False,False,False,False
7130,864,130000,True,False,False,False,False
9600,1568,143000,True,False,False,False,False
9100,925,117500,True,False,False,False,False
9600,2061,168500,True,False,False,False,False
16500,1320,172500,True,False,False,False,False
9790,1342,161500,True,False,False,False,False
7436,894,141500,True,False,False,False,False
8125,864,118000,True,False,False,False,False
9100,864,127500,True,False,False,False,False
9450,1362,140000,True,False,False,False,False
13495,1728,177625,True,False,False,False,False
11475,1776,110000,False,False,True,False,False
10004,1516,167000,True,False,False,False,False
9350,1313,153000,True,False,False,False,False
10500,1292,145100,True,False,False,False,False
11000,1154,154000,True,False,False,False,False
8970,2140,177500,True,False,False,False,False
12095,1445,158000,True,False,False,False,False
9600,1041,124500,True,False,False,False,False
11475,1576,174500,True,False,False,False,False
9768,960,122000,True,False,False,False,False
5330,708,82500,True,False,False,False,False
7015,1203,110000,True,False,False,False,False
12160,1505,149500,True,False,False,False,False
9900,1691,175000,True,False,False,False,False
9600,1644,167000,True,False,False,False,False
9600,1050,128900,True,False,False,False,False
9600,1668,140000,True,False,False,False,False
9600,1113,147000,True,False,False,False,False
8944,1584,124000,False,False,True,False,False
10573,1453,187500,True,False,False,False,False
9500,1394,159000,True,False,False,False,False
14695,1567,256000,True,False,False,False,False
13600,1986,205000,True,False,False,False,False
13000,2142,193500,True,False,False,False,False
13560,1392,110000,True,False,False,False,False
12513,1738,104900,True,False,False,False,False
8760,1144,150000,True,False,False,False,False
8400,1478,156500,True,False,False,False,False
12285,1329,176000,True,False,False,False,False
9240,988,149500,True,False,False,False,False
9600,1632,139000,True,False,False,False,False
12400,1215,155000,True,False,False,False,False
8750,1202,120000,True,False,False,False,False
8750,1382,153000,True,False,False,False,False
10400,1200,144000,True,False,False,False,False
19296,1382,176000,True,False,False,False,False
8532,1297,153000,True,False,False,False,False
9482,1866,135000,False,False,True,False,False
8128,1062,131000,True,False,False,False,False
10634,1319,123000,True,False,False,False,False
13070,1112,126000,True,False,False,False,False
10434,1005,115000,True,False,False,False,False
14559,1363,164900,True,False,False,False,False
8480,793,113000,True,False,False,False,False
7626,1031,145500,True,False,False,False,False
9533,1210,102900,True,False,False,False,False
10615,1699,95000,False,True,False,False,False
11419,1527,152500,True,False,False,False,False
9600,1200,129900,True,False,False,False,False
8000,972,132000,True,False,False,False,False
5470,792,99900,True,False,False,False,False
10410,1656,135000,True,False,False,False,False
10800,1352,149000,True,False,False,False,False
8146,1039,114000,True,False,False,False,False
9022,792,109500,True,False,False,False,False
10230,1078,125000,True,False,False,False,False
10410,2377,142900,True,False,False,False,False
7200,1690,156500,True,False,False,False,False
5400,599,59000,True,False,False,False,False
5400,1374,105000,True,False,False,False,False
10800,846,106000,True,False,False,False,False
10800,725,78500,True,False,False,False,False
9671,2544,190000,False,False,True,False,False
10143,1380,154000,True,False,False,False,False
11500,1040,163000,True,False,False,False,False
11643,2634,200000,False,False,True,False,False
8010,951,143500,True,False,False,False,False
10454,1105,135000,True,False,False,False,False
8712,1306,153000,True,False,False,False,False
17600,1478,157500,True,False,False,False,False
9000,1142,113500,True,False,False,False,False
12144,1268,133000,True,False,False,False,False
8544,1040,92900,False,False,True,False,False
8064,1133,128500,True,False,False,False,False
7200,1040,90000,False,False,True,False,False
7200,1904,138000,True,False,False,False,False
7350,1041,128000,True,False,False,False,False
7560,1339,139000,True,False,False,False,False
7200,732,118900,True,False,False,False,False
8000,1183,138000,True,False,False,False,False
7931,1148,132500,True,False,False,False,False
10800,1461,133500,True,False,False,False,False
8064,1495,135000,True,False,False,False,False
7570,1806,144750,True,False,False,False,False
8604,941,145000,False,False,True,False,False
7936,1045,127000,True,False,False,False,False
6600,894,109500,True,False,False,False,False
3950,1224,115000,True,False,False,False,False
10440,1230,110000,True,False,False,False,False
4080,1378,128900,True,False,False,False,False
10307,1944,103500,False,False,True,False,False
5720,1131,66500,True,False,False,False,False
15660,1306,130000,True,False,False,False,False
9900,1464,129000,True,False,False,False,False
6406,1558,150000,True,False,False,False,False
6600,2372,107500,True,False,False,False,False
7627,1701,94550,False,True,False,False,False
7596,1960,124500,False,False,True,False,False
3378,1389,135000,True,False,False,False,False
10134,1447,103000,True,False,False,False,False
6000,936,93000,False,True,False,False,False
6000,1328,129500,True,False,False,False,False
6000,1387,93000,False,True,False,False,False
7404,861,80000,True,False,False,False,False
5925,612,45000,True,False,False,False,False
5925,968,37900,True,False,False,False,False
5784,886,91300,True,False,False,False,False
8520,792,99500,True,False,False,False,False
4456,1452,113000,False,True,False,False,False
9600,1510,87500,True,False,False,False,False
3500,1284,110000,True,False,False,False,False
8100,2138,106000,True,False,False,False,False
11700,2640,265979,True,False,False,False,False
8400,2007,160000,True,False,False,False,False
3600,1288,119000,True,False,False,False,False
17671,1742,168000,True,False,False,False,False
3300,816,58500,True,False,False,False,False
9000,1482,143000,True,False,False,False,False
7200,1022,85000,True,False,False,False,False
8820,1869,124900,True,False,False,False,False
5400,1480,119000,True,False,False,False,False
9720,1521,146500,True,False,False,False,False
7879,720,34900,True,False,False,False,False
9392,797,44000,True,False,False,False,False
21384,1576,223500,True,False,False,False,False
6615,1432,149000,True,False,False,False,False
7264,1548,205000,True,False,False,False,False
4960,1654,137000,True,False,False,False,False
8854,952,121000,True,False,False,False,False
6000,1324,128000,True,False,False,False,False
6000,1176,134900,True,False,False,False,False
6000,1348,117000,True,False,False,False,False
